id,totalcost,totalduration,airport,flightid,flightcost,parkingcost,drivingcost,timeleavehome,flightdeparture,flightduration,atairporttime,drivingduration
175,501.31,1157,BWI,2ciqOzND4aTUuEtKvqnX82041,463.60,35.60,2.11,2016-01-25T02:45,2016-01-25T06:01-05:00,965,120,72
176,505.89,1178,BWI,2ciqOzND4aTUuEtKvqnX8204g,468.18,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,986,120,72
177,517.31,1184,BWI,2ciqOzND4aTUuEtKvqnX82043,479.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,992,120,72
178,522.31,871,BWI,2ciqOzND4aTUuEtKvqnX8204I,484.60,35.60,2.11,2016-01-25T02:45,2016-01-25T06:01-05:00,679,120,72
179,526.31,1042,BWI,2ciqOzND4aTUuEtKvqnX8204H,488.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,850,120,72
180,526.31,975,BWI,2ciqOzND4aTUuEtKvqnX8204A,488.60,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,783,120,72
181,526.31,1081,BWI,2ciqOzND4aTUuEtKvqnX8204N,488.60,35.60,2.11,2016-01-25T02:45,2016-01-25T06:01-05:00,889,120,72
182,526.31,975,BWI,2ciqOzND4aTUuEtKvqnX82049,488.60,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,783,120,72
183,536.31,983,BWI,2ciqOzND4aTUuEtKvqnX8203g,498.60,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,791,120,72
184,536.31,1036,BWI,2ciqOzND4aTUuEtKvqnX8203r,498.60,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,844,120,72
185,539.31,1270,BWI,2ciqOzND4aTUuEtKvqnX8204E,501.60,35.60,2.11,2016-01-25T03:45,2016-01-25T07:10-05:00,1078,120,72
186,541.31,1031,BWI,2ciqOzND4aTUuEtKvqnX8204X,503.60,35.60,2.11,2016-01-25T07:45,2016-01-25T10:56-05:00,844,120,67
187,544.31,937,BWI,2ciqOzND4aTUuEtKvqnX8204B,506.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,745,120,72
188,551.31,1118,BWI,2ciqOzND4aTUuEtKvqnX8204s,513.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,926,120,72
189,551.56,1042,BWI,2ciqOzND4aTUuEtKvqnX8204S,513.85,35.60,2.11,2016-01-25T02:45,2016-01-25T06:00-05:00,850,120,72
190,551.56,1042,BWI,2ciqOzND4aTUuEtKvqnX8204T,513.85,35.60,2.11,2016-01-25T02:45,2016-01-25T06:00-05:00,850,120,72
191,555.31,1117,BWI,2ciqOzND4aTUuEtKvqnX82046,517.60,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,925,120,72
192,555.31,1117,BWI,2ciqOzND4aTUuEtKvqnX82045,517.60,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,925,120,72
193,565.31,1225,BWI,2ciqOzND4aTUuEtKvqnX8204G,527.60,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,1033,120,72
194,568.31,740,BWI,2ciqOzND4aTUuEtKvqnX82039,530.60,35.60,2.11,2016-01-25T05:00,2016-01-25T08:12-05:00,548,120,72
195,571.31,1242,BWI,2ciqOzND4aTUuEtKvqnX8204d,533.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,1050,120,72
196,579.31,1123,BWI,2ciqOzND4aTUuEtKvqnX8204u,541.60,35.60,2.11,2016-01-25T07:45,2016-01-25T10:56-05:00,936,120,67
197,582.31,857,BWI,2ciqOzND4aTUuEtKvqnX8204Y,544.60,35.60,2.11,2016-01-25T07:45,2016-01-25T10:56-05:00,670,120,67
198,585.31,988,BWI,2ciqOzND4aTUuEtKvqnX8204W,547.60,35.60,2.11,2016-01-25T10:45,2016-01-25T14:01-05:00,801,120,67
199,585.31,968,BWI,2ciqOzND4aTUuEtKvqnX8204U,547.60,35.60,2.11,2016-01-25T10:45,2016-01-25T14:01-05:00,781,120,67
200,595.31,849,BWI,2ciqOzND4aTUuEtKvqnX8203i,557.60,35.60,2.11,2016-01-25T05:00,2016-01-25T08:12-05:00,657,120,72
201,595.31,824,BWI,2ciqOzND4aTUuEtKvqnX8204D,557.60,35.60,2.11,2016-01-25T05:00,2016-01-25T08:12-05:00,632,120,72
202,595.64,1042,BWI,2ciqOzND4aTUuEtKvqnX8204o,557.93,35.60,2.11,2016-01-25T02:45,2016-01-25T06:00-05:00,850,120,72
203,596.19,1178,BWI,2ciqOzND4aTUuEtKvqnX8204c,558.48,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,986,120,72
204,609.31,1175,BWI,2ciqOzND4aTUuEtKvqnX8204h,571.60,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,983,120,72
205,609.31,1175,BWI,2ciqOzND4aTUuEtKvqnX8204i,571.60,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,983,120,72
206,614.31,1143,BWI,2ciqOzND4aTUuEtKvqnX8204J,576.60,35.60,2.11,2016-01-25T03:45,2016-01-25T07:10-05:00,951,120,72
207,624.66,1042,BWI,2ciqOzND4aTUuEtKvqnX8204q,586.95,35.60,2.11,2016-01-25T02:45,2016-01-25T06:00-05:00,850,120,72
208,628.66,1249,BWI,2ciqOzND4aTUuEtKvqnX8204x,590.95,35.60,2.11,2016-01-25T02:45,2016-01-25T06:00-05:00,1057,120,72
209,653.31,804,BWI,2ciqOzND4aTUuEtKvqnX8203w,615.60,35.60,2.11,2016-01-25T05:00,2016-01-25T08:12-05:00,612,120,72
210,672.31,1044,BWI,2ciqOzND4aTUuEtKvqnX8204w,634.60,35.60,2.11,2016-01-25T07:45,2016-01-25T10:56-05:00,857,120,67
211,682.31,851,BWI,2ciqOzND4aTUuEtKvqnX8200T,644.60,35.60,2.11,2016-01-25T11:45,2016-01-25T14:53-05:00,663,120,68
212,697.31,974,BWI,2ciqOzND4aTUuEtKvqnX8204v,659.60,35.60,2.11,2016-01-25T07:45,2016-01-25T10:56-05:00,787,120,67
213,698.31,1131,BWI,2ciqOzND4aTUuEtKvqnX8204t,660.60,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,939,120,72
214,711.31,918,BWI,2ciqOzND4aTUuEtKvqnX8204l,673.60,35.60,2.11,2016-01-25T07:45,2016-01-25T10:56-05:00,731,120,67
215,711.31,941,BWI,2ciqOzND4aTUuEtKvqnX8204R,673.60,35.60,2.11,2016-01-25T02:45,2016-01-25T06:01-05:00,749,120,72
216,711.31,918,BWI,2ciqOzND4aTUuEtKvqnX8204M,673.60,35.60,2.11,2016-01-25T07:45,2016-01-25T10:56-05:00,731,120,67
217,711.31,922,BWI,2ciqOzND4aTUuEtKvqnX8204Q,673.60,35.60,2.11,2016-01-25T10:45,2016-01-25T14:01-05:00,735,120,67
218,762.31,885,BWI,2ciqOzND4aTUuEtKvqnX8204p,724.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,693,120,72
219,764.31,963,BWI,2ciqOzND4aTUuEtKvqnX8204a,726.60,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,771,120,72
220,764.31,938,BWI,2ciqOzND4aTUuEtKvqnX8204Z,726.60,35.60,2.11,2016-01-25T05:00,2016-01-25T08:12-05:00,746,120,72
221,771.31,1229,BWI,2ciqOzND4aTUuEtKvqnX82053,733.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,1037,120,72
222,817.31,984,BWI,2ciqOzND4aTUuEtKvqnX8204k,779.60,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,792,120,72
223,864.31,830,BWI,2ciqOzND4aTUuEtKvqnX8204f,826.60,35.60,2.11,2016-01-25T05:00,2016-01-25T08:12-05:00,638,120,72
224,864.31,922,BWI,2ciqOzND4aTUuEtKvqnX8204n,826.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,730,120,72
225,864.31,830,BWI,2ciqOzND4aTUuEtKvqnX8204e,826.60,35.60,2.11,2016-01-25T05:00,2016-01-25T08:12-05:00,638,120,72
226,864.31,855,BWI,2ciqOzND4aTUuEtKvqnX8204j,826.60,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,663,120,72
227,864.31,762,BWI,2ciqOzND4aTUuEtKvqnX8204b,826.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,570,120,72
228,894.31,847,BWI,2ciqOzND4aTUuEtKvqnX8204m,856.60,35.60,2.11,2016-01-25T05:00,2016-01-25T08:12-05:00,655,120,72
229,894.31,939,BWI,2ciqOzND4aTUuEtKvqnX8204r,856.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,747,120,72
230,924.31,1179,BWI,2ciqOzND4aTUuEtKvqnX82054,886.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,987,120,72
231,924.31,1088,BWI,2ciqOzND4aTUuEtKvqnX82051,886.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,896,120,72
232,933.31,887,BWI,2ciqOzND4aTUuEtKvqnX82050,895.60,35.60,2.11,2016-01-25T02:45,2016-01-25T06:01-05:00,695,120,72
233,933.31,848,BWI,2ciqOzND4aTUuEtKvqnX8204z,895.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,656,120,72
234,972.31,845,BWI,2ciqOzND4aTUuEtKvqnX82052,934.60,35.60,2.11,2016-01-25T10:45,2016-01-25T14:01-05:00,658,120,67
235,1016.31,902,BWI,2ciqOzND4aTUuEtKvqnX8204y,978.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,710,120,72
236,1624.31,1083,BWI,2ciqOzND4aTUuEtKvqnX82056,1586.60,35.60,2.11,2016-01-25T05:00,2016-01-25T08:12-05:00,891,120,72
237,1624.31,770,BWI,2ciqOzND4aTUuEtKvqnX82055,1586.60,35.60,2.11,2016-01-25T10:00,2016-01-25T13:20-05:00,583,120,67
238,165.81,544,BWI,2ciqOzND4aTUuEtKvqnX82001,128.10,35.60,2.11,2016-01-25T05:00,2016-01-25T08:20-05:00,352,120,72
239,189.31,821,BWI,2ciqOzND4aTUuEtKvqnX8200d,151.60,35.60,2.11,2016-01-25T05:00,2016-01-25T08:12-05:00,629,120,72
240,189.31,717,BWI,2ciqOzND4aTUuEtKvqnX8200A,151.60,35.60,2.11,2016-01-25T10:45,2016-01-25T14:01-05:00,530,120,67
241,189.31,743,BWI,2ciqOzND4aTUuEtKvqnX8200C,151.60,35.60,2.11,2016-01-25T07:45,2016-01-25T10:56-05:00,556,120,67
242,189.31,884,BWI,2ciqOzND4aTUuEtKvqnX8200e,151.60,35.60,2.11,2016-01-25T02:45,2016-01-25T06:01-05:00,692,120,72
243,189.31,761,BWI,2ciqOzND4aTUuEtKvqnX8200a,151.60,35.60,2.11,2016-01-25T02:45,2016-01-25T06:01-05:00,569,120,72
244,189.31,778,BWI,2ciqOzND4aTUuEtKvqnX8200W,151.60,35.60,2.11,2016-01-25T10:00,2016-01-25T13:20-05:00,591,120,67
245,189.31,708,BWI,2ciqOzND4aTUuEtKvqnX82008,151.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,516,120,72
246,189.31,645,BWI,2ciqOzND4aTUuEtKvqnX82003,151.60,35.60,2.11,2016-01-25T10:00,2016-01-25T13:20-05:00,458,120,67
247,189.31,694,BWI,2ciqOzND4aTUuEtKvqnX82006,151.60,35.60,2.11,2016-01-25T07:45,2016-01-25T10:56-05:00,507,120,67
248,189.31,813,BWI,2ciqOzND4aTUuEtKvqnX8200j,151.60,35.60,2.11,2016-01-25T07:45,2016-01-25T10:56-05:00,626,120,67
249,189.31,679,BWI,2ciqOzND4aTUuEtKvqnX82005,151.60,35.60,2.11,2016-01-25T10:45,2016-01-25T14:01-05:00,492,120,67
250,189.31,782,BWI,2ciqOzND4aTUuEtKvqnX8200b,151.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,590,120,72
251,189.31,795,BWI,2ciqOzND4aTUuEtKvqnX8200c,151.60,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,603,120,72
252,189.31,667,BWI,2ciqOzND4aTUuEtKvqnX82004,151.60,35.60,2.11,2016-01-25T12:45,2016-01-25T15:55-05:00,480,120,67
253,189.31,747,BWI,2ciqOzND4aTUuEtKvqnX8200V,151.60,35.60,2.11,2016-01-25T10:45,2016-01-25T14:01-05:00,560,120,67
254,189.31,729,BWI,2ciqOzND4aTUuEtKvqnX8200B,151.60,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,537,120,72
255,189.31,807,BWI,2ciqOzND4aTUuEtKvqnX8200g,151.60,35.60,2.11,2016-01-25T10:45,2016-01-25T14:01-05:00,620,120,67
256,189.31,710,BWI,2ciqOzND4aTUuEtKvqnX82009,151.60,35.60,2.11,2016-01-25T14:30,2016-01-25T17:52-05:00,521,120,69
257,266.31,873,BWI,2ciqOzND4aTUuEtKvqnX8200y,228.60,35.60,2.11,2016-01-25T07:45,2016-01-25T10:56-05:00,686,120,67
258,266.31,1084,BWI,2ciqOzND4aTUuEtKvqnX8201w,228.60,35.60,2.11,2016-01-25T07:45,2016-01-25T10:56-05:00,897,120,67
259,266.31,940,BWI,2ciqOzND4aTUuEtKvqnX8201A,228.60,35.60,2.11,2016-01-25T10:00,2016-01-25T13:20-05:00,753,120,67
260,266.31,965,BWI,2ciqOzND4aTUuEtKvqnX8201J,228.60,35.60,2.11,2016-01-25T10:45,2016-01-25T14:01-05:00,778,120,67
261,266.31,965,BWI,2ciqOzND4aTUuEtKvqnX8201I,228.60,35.60,2.11,2016-01-25T10:45,2016-01-25T14:01-05:00,778,120,67
262,266.31,948,BWI,2ciqOzND4aTUuEtKvqnX8201G,228.60,35.60,2.11,2016-01-25T07:45,2016-01-25T10:56-05:00,761,120,67
263,266.31,1134,BWI,2ciqOzND4aTUuEtKvqnX82027,228.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,942,120,72
264,266.31,786,BWI,2ciqOzND4aTUuEtKvqnX8200Y,228.60,35.60,2.11,2016-01-25T13:45,2016-01-25T17:01-05:00,598,120,68
265,266.31,1016,BWI,2ciqOzND4aTUuEtKvqnX8201f,228.60,35.60,2.11,2016-01-25T07:45,2016-01-25T10:56-05:00,829,120,67
266,266.31,899,BWI,2ciqOzND4aTUuEtKvqnX8200z,228.60,35.60,2.11,2016-01-25T10:45,2016-01-25T14:01-05:00,712,120,67
267,266.31,991,BWI,2ciqOzND4aTUuEtKvqnX8201T,228.60,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,799,120,72
268,266.31,1016,BWI,2ciqOzND4aTUuEtKvqnX8201g,228.60,35.60,2.11,2016-01-25T07:45,2016-01-25T10:56-05:00,829,120,67
269,266.31,1058,BWI,2ciqOzND4aTUuEtKvqnX8201q,228.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,866,120,72
270,266.31,991,BWI,2ciqOzND4aTUuEtKvqnX8201S,228.60,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,799,120,72
271,266.31,940,BWI,2ciqOzND4aTUuEtKvqnX82019,228.60,35.60,2.11,2016-01-25T10:00,2016-01-25T13:20-05:00,753,120,67
272,266.31,831,BWI,2ciqOzND4aTUuEtKvqnX8200o,228.60,35.60,2.11,2016-01-25T10:45,2016-01-25T14:01-05:00,644,120,67
273,266.31,1006,BWI,2ciqOzND4aTUuEtKvqnX8201Y,228.60,35.60,2.11,2016-01-25T10:00,2016-01-25T13:20-05:00,819,120,67
274,266.31,940,BWI,2ciqOzND4aTUuEtKvqnX8201B,228.60,35.60,2.11,2016-01-25T10:00,2016-01-25T13:20-05:00,753,120,67
275,266.31,948,BWI,2ciqOzND4aTUuEtKvqnX8201H,228.60,35.60,2.11,2016-01-25T07:45,2016-01-25T10:56-05:00,761,120,67
276,266.31,872,BWI,2ciqOzND4aTUuEtKvqnX8200x,228.60,35.60,2.11,2016-01-25T10:00,2016-01-25T13:20-05:00,685,120,67
277,266.31,872,BWI,2ciqOzND4aTUuEtKvqnX8200w,228.60,35.60,2.11,2016-01-25T10:00,2016-01-25T13:20-05:00,685,120,67
278,267.31,1012,BWI,2ciqOzND4aTUuEtKvqnX8201c,229.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,820,120,72
279,267.31,976,BWI,2ciqOzND4aTUuEtKvqnX8201M,229.60,35.60,2.11,2016-01-25T02:45,2016-01-25T06:01-05:00,784,120,72
280,267.31,1051,BWI,2ciqOzND4aTUuEtKvqnX8201m,229.60,35.60,2.11,2016-01-25T02:45,2016-01-25T06:01-05:00,859,120,72
281,267.31,937,BWI,2ciqOzND4aTUuEtKvqnX82015,229.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,745,120,72
282,267.31,945,BWI,2ciqOzND4aTUuEtKvqnX8201C,229.60,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,753,120,72
283,267.31,1012,BWI,2ciqOzND4aTUuEtKvqnX8201a,229.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,820,120,72
284,277.31,992,BWI,2ciqOzND4aTUuEtKvqnX8201d,239.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,800,120,72
285,277.31,966,BWI,2ciqOzND4aTUuEtKvqnX8201V,239.60,35.60,2.11,2016-01-25T07:45,2016-01-25T10:56-05:00,779,120,67
286,277.31,1031,BWI,2ciqOzND4aTUuEtKvqnX8201o,239.60,35.60,2.11,2016-01-25T02:45,2016-01-25T06:01-05:00,839,120,72
287,277.31,925,BWI,2ciqOzND4aTUuEtKvqnX8201F,239.60,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,733,120,72
288,277.31,992,BWI,2ciqOzND4aTUuEtKvqnX8201e,239.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,800,120,72
289,277.31,954,BWI,2ciqOzND4aTUuEtKvqnX8201R,239.60,35.60,2.11,2016-01-25T10:45,2016-01-25T14:01-05:00,767,120,67
290,277.31,925,BWI,2ciqOzND4aTUuEtKvqnX8201E,239.60,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,733,120,72
291,277.31,1031,BWI,2ciqOzND4aTUuEtKvqnX8201p,239.60,35.60,2.11,2016-01-25T02:45,2016-01-25T06:01-05:00,839,120,72
292,277.31,995,BWI,2ciqOzND4aTUuEtKvqnX8201i,239.60,35.60,2.11,2016-01-25T10:00,2016-01-25T13:20-05:00,808,120,67
293,277.31,952,BWI,2ciqOzND4aTUuEtKvqnX8201N,239.60,35.60,2.11,2016-01-25T02:45,2016-01-25T06:01-05:00,760,120,72
294,277.31,846,BWI,2ciqOzND4aTUuEtKvqnX8200v,239.60,35.60,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,654,120,72
295,324.31,920,BWI,2ciqOzND4aTUuEtKvqnX8201s,286.60,35.60,2.11,2016-01-25T05:00,2016-01-25T08:12-05:00,728,120,72
296,324.31,845,BWI,2ciqOzND4aTUuEtKvqnX8201P,286.60,35.60,2.11,2016-01-25T05:00,2016-01-25T08:12-05:00,653,120,72
297,327.31,974,BWI,2ciqOzND4aTUuEtKvqnX82023,289.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,782,120,72
298,327.31,980,BWI,2ciqOzND4aTUuEtKvqnX82024,289.60,35.60,2.11,2016-01-25T10:00,2016-01-25T13:20-05:00,793,120,67
299,327.31,1145,BWI,2ciqOzND4aTUuEtKvqnX8202W,289.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,953,120,72
300,327.31,1155,BWI,2ciqOzND4aTUuEtKvqnX8202Z,289.60,35.60,2.11,2016-01-25T05:00,2016-01-25T08:12-05:00,963,120,72
301,327.31,806,BWI,2ciqOzND4aTUuEtKvqnX8200h,289.60,35.60,2.11,2016-01-25T02:45,2016-01-25T06:01-05:00,614,120,72
302,327.31,1103,BWI,2ciqOzND4aTUuEtKvqnX8202O,289.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,911,120,72
303,327.31,980,BWI,2ciqOzND4aTUuEtKvqnX82025,289.60,35.60,2.11,2016-01-25T10:00,2016-01-25T13:20-05:00,793,120,67
304,398.31,901,BWI,2ciqOzND4aTUuEtKvqnX8202L,360.60,35.60,2.11,2016-01-25T02:45,2016-01-25T06:01-05:00,709,120,72
305,398.31,1124,BWI,2ciqOzND4aTUuEtKvqnX82036,360.60,35.60,2.11,2016-01-25T07:45,2016-01-25T10:56-05:00,937,120,67
306,398.31,939,BWI,2ciqOzND4aTUuEtKvqnX8202R,360.60,35.60,2.11,2016-01-25T10:45,2016-01-25T14:01-05:00,752,120,67
307,398.31,1142,BWI,2ciqOzND4aTUuEtKvqnX82038,360.60,35.60,2.11,2016-01-25T02:45,2016-01-25T06:01-05:00,950,120,72
308,407.31,912,BWI,2ciqOzND4aTUuEtKvqnX8203Q,369.60,35.60,2.11,2016-01-25T10:00,2016-01-25T13:20-05:00,725,120,67
309,415.31,675,BWI,2ciqOzND4aTUuEtKvqnX8202D,377.60,35.60,2.11,2016-01-25T12:45,2016-01-25T15:55-05:00,488,120,67
310,423.31,976,BWI,2ciqOzND4aTUuEtKvqnX8203k,385.60,35.60,2.11,2016-01-25T02:45,2016-01-25T06:01-05:00,784,120,72
311,423.31,938,BWI,2ciqOzND4aTUuEtKvqnX8202g,385.60,35.60,2.11,2016-01-25T05:00,2016-01-25T08:12-05:00,746,120,72
312,423.31,1053,BWI,2ciqOzND4aTUuEtKvqnX82032,385.60,35.60,2.11,2016-01-25T05:00,2016-01-25T08:12-05:00,861,120,72
313,423.31,1155,BWI,2ciqOzND4aTUuEtKvqnX8203N,385.60,35.60,2.11,2016-01-25T05:00,2016-01-25T08:12-05:00,963,120,72
314,423.31,1011,BWI,2ciqOzND4aTUuEtKvqnX8202u,385.60,35.60,2.11,2016-01-25T05:00,2016-01-25T08:12-05:00,819,120,72
315,461.31,1004,BWI,2ciqOzND4aTUuEtKvqnX8203A,423.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,812,120,72
316,461.31,955,BWI,2ciqOzND4aTUuEtKvqnX8202y,423.60,35.60,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,763,120,72
317,222.21,522,IAD,0FYkDuZ1Gh6TlvJMkNtn19001,180.10,40.00,2.11,2016-01-25T14:00,2016-01-25T17:05-05:00,350,120,52
318,256.71,930,IAD,0FYkDuZ1Gh6TlvJMkNtn1901U,214.60,40.00,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,756,120,54
319,256.71,879,IAD,0FYkDuZ1Gh6TlvJMkNtn1901F,214.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:13-05:00,707,120,52
320,230.71,812,IAD,0FYkDuZ1Gh6TlvJMkNtn19006,188.60,40.00,2.11,2016-01-25T07:00,2016-01-25T10:00-05:00,640,120,52
321,230.71,752,IAD,0FYkDuZ1Gh6TlvJMkNtn19003,188.60,40.00,2.11,2016-01-25T07:00,2016-01-25T10:00-05:00,580,120,52
322,246.71,988,IAD,0FYkDuZ1Gh6TlvJMkNtn1901k,204.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,816,120,52
323,246.71,970,IAD,0FYkDuZ1Gh6TlvJMkNtn1901b,204.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:39-05:00,793,120,57
324,246.71,809,IAD,0FYkDuZ1Gh6TlvJMkNtn1900y,204.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:39-05:00,632,120,57
325,246.71,915,IAD,0FYkDuZ1Gh6TlvJMkNtn1901L,204.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,743,120,52
326,246.71,877,IAD,0FYkDuZ1Gh6TlvJMkNtn19016,204.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,705,120,52
327,246.71,889,IAD,0FYkDuZ1Gh6TlvJMkNtn1901A,204.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,717,120,52
328,246.71,840,IAD,0FYkDuZ1Gh6TlvJMkNtn19011,204.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,668,120,52
329,246.71,853,IAD,0FYkDuZ1Gh6TlvJMkNtn19013,204.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:39-05:00,676,120,57
330,246.71,959,IAD,0FYkDuZ1Gh6TlvJMkNtn1901Z,204.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,787,120,52
331,257.71,1000,IAD,0FYkDuZ1Gh6TlvJMkNtn19023,215.60,40.00,2.11,2016-01-25T05:45,2016-01-25T08:45-05:00,828,120,52
332,257.71,751,IAD,0FYkDuZ1Gh6TlvJMkNtn1900F,215.60,40.00,2.11,2016-01-25T14:15,2016-01-25T17:10-05:00,578,120,53
333,291.71,959,IAD,0FYkDuZ1Gh6TlvJMkNtn1902Q,249.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,787,120,52
334,291.72,987,IAD,0FYkDuZ1Gh6TlvJMkNtn1900I,249.61,40.00,2.11,2016-01-25T11:00,2016-01-25T14:00-05:00,815,120,52
335,295.71,963,IAD,0FYkDuZ1Gh6TlvJMkNtn1902U,253.60,40.00,2.11,2016-01-25T09:45,2016-01-25T12:46-05:00,786,120,57
336,303.71,887,IAD,0FYkDuZ1Gh6TlvJMkNtn1901y,261.60,40.00,2.11,2016-01-25T09:15,2016-01-25T12:25-05:00,710,120,57
337,303.71,808,IAD,0FYkDuZ1Gh6TlvJMkNtn1901Q,261.60,40.00,2.11,2016-01-25T09:30,2016-01-25T12:40-05:00,631,120,57
338,314.71,860,IAD,0FYkDuZ1Gh6TlvJMkNtn19021,272.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:30-05:00,688,120,52
339,314.71,802,IAD,0FYkDuZ1Gh6TlvJMkNtn1901c,272.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:30-05:00,630,120,52
340,316.71,962,IAD,0FYkDuZ1Gh6TlvJMkNtn19037,274.60,40.00,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,790,120,52
341,320.71,735,IAD,0FYkDuZ1Gh6TlvJMkNtn1901K,278.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:21-05:00,563,120,52
342,320.71,795,IAD,0FYkDuZ1Gh6TlvJMkNtn1901f,278.60,40.00,2.11,2016-01-25T05:15,2016-01-25T08:21-05:00,623,120,52
343,261.71,993,IAD,0FYkDuZ1Gh6TlvJMkNtn19028,219.60,40.00,2.11,2016-01-25T06:30,2016-01-25T09:30-05:00,821,120,52
344,261.71,736,IAD,0FYkDuZ1Gh6TlvJMkNtn1900E,219.60,40.00,2.11,2016-01-25T14:30,2016-01-25T17:25-05:00,563,120,53
345,267.70,684,IAD,0FYkDuZ1Gh6TlvJMkNtn19005,225.59,40.00,2.11,2016-01-25T17:15,2016-01-25T20:17-05:00,511,120,53
346,267.70,677,IAD,0FYkDuZ1Gh6TlvJMkNtn19004,225.59,40.00,2.11,2016-01-25T03:30,2016-01-25T06:30-05:00,503,120,54
347,277.71,952,IAD,0FYkDuZ1Gh6TlvJMkNtn19024,235.60,40.00,2.11,2016-01-25T10:00,2016-01-25T12:52-05:00,780,120,52
348,277.71,1008,IAD,0FYkDuZ1Gh6TlvJMkNtn1902Y,235.60,40.00,2.11,2016-01-25T10:00,2016-01-25T12:52-05:00,836,120,52
